Full Name,Gender,Nationality,Age Group,Course,Semester,Subjects Enrolled,Study Preference,Availability,Learning Style,Motivational Factors,Preferred Study Environment,Strengths,Hobbies,Interests Outside of Academics,Future Career Aspirations,Preferred Communication Channels,Proficiency in Tools/Technologies,Location Preference,Preferred Study Partner Personality,Past Group Project Experience,Willingness to Mentor Others
Lauren Taylor,Non-Binary,Canada,25+,Master's,Sem 6,"Business Administration, Finance, Mechanical Engineering, Education Leadership",Group,"Sun (4pm-7pm), Wed (1pm-4pm), Tue (4pm-5pm)",Auditory,Personal Goals,Quiet Spaces,Problem-Solving,Yoga,Travel,Business Analyst,Slack,Python,Online,Competitive,Yes,No
Don Robbins,Prefer Not to Say,France,18-21,Master's,Sem 3,"Urban Development, Environmental Science, International Relations, Architecture",Individual,"Sun (11am-1pm), Wed (3pm-5pm), Tue (5pm-8pm)",Visual,Deadlines,Quiet Spaces,Presentation,Running,Language Learning,Project Manager,Email,Office 365,Online,Collaborative,Yes,No
Mr. Clarence Jackson DVM,Non-Binary,Mexico,25+,Bachelor's,Sem 8,"Economics, Psychology, Geography, Mathematics",Group,"Sun (4pm-7pm), Wed (11am-3pm), Tue (3pm-5pm)",Reading/Writing,Deadlines,Group Study Rooms,Analytical Thinking,Photography,Environmental Activism,Project Manager,Slack,Animation Tools,Online,Collaborative,No,Yes
Pamela Anderson,Non-Binary,Germany,25+,Master's,Sem 1,"Finance, Mechanical Engineering, Environmental Science, Machine Learning",Individual,"Sun (4pm-8pm), Wed (2pm-3pm), Tue (11am-12pm)",Kinesthetic,Deadlines,Quiet Spaces,Problem-Solving,Writing,Group Entertainment,Supply Chain Manager,In-Person,Excel,Online,Focused,Yes,Yes
Kathleen Romero,Binary,France,21-25,Bachelor's,Sem 2,"Psychology, Mathematics, Physics, Political Science",Individual,"Sun (2pm-4pm), Wed (10am-1pm), Tue (9am-11am)",Visual,Collaboration,Library,Research,Gaming,Art Exhibitions,Data Scientist,WhatsApp,SQL,Online,Collaborative,Yes,Yes
Michael Weaver,Non-Binary,New Zealand,25+,Bachelor's,Sem 6,"Biology, Economics, Psychology, Computer Science",Group,"Sun (4pm-5pm), Wed (5pm-9pm), Tue (5pm-7pm)",Kinesthetic,Competition,Library,Analytical Thinking,Dance,Renewable Energy,Data Scientist,Email,Animation Tools,In-person,Relaxed,Yes,Yes
Thomas Daniel,Binary,China,21-25,Bachelor's,Sem 4,"Mathematics, Physics, Chemistry, Sociology",Individual,"Sun (2pm-4pm), Wed (12pm-3pm), Tue (12pm-3pm)",Reading/Writing,Competition,Quiet Spaces,Research,Hiking,Philosophy,Data Scientist,Slack,Excel,In-person,Relaxed,Yes,Yes
Robert Johnson,Binary,Ireland,25+,Master's,Sem 3,"International Business, International Relations, Urban Development, Mechanical Engineering",Individual,"Sun (3pm-7pm), Wed (9am-1pm), Tue (8am-11am)",Visual,Deadlines,Group Study Rooms,Analytical Thinking,Hiking,Financial Literacy Education,Project Manager,In-Person,Office 365,In-person,Focused,Yes,No
Joshua Gutierrez,Male,USA,18-21,Master's,Sem 3,"Data Science, Artificial Intelligence, Environmental Science, Education Leadership",Individual,"Sun (3pm-5pm), Wed (3pm-7pm), Tue (2pm-5pm)",Kinesthetic,Competition,Library,Problem-Solving,Gaming,Cultural Studies,Software Engineer,WhatsApp,Power Point,In-person,Collaborative,Yes,No
Tyler Foster,Prefer Not to Say,China,25+,Bachelor's,Sem 4,"Political Science, Engineering Fundamentals, Geography, Sociology",Group,"Sun (3pm-5pm), Wed (11am-12pm), Tue (11am-2pm)",Auditory,Deadlines,Library,Problem-Solving,Cycling,Open Source Contributions,Software Engineer,In-Person,Power Point,Online,Collaborative,Yes,No
Joshua Avila,Prefer Not to Say,Ireland,25+,Bachelor's,Sem 1,"Physics, Chemistry, Mathematics, Literature",Group,"Sun (12pm-3pm), Wed (9am-12pm), Tue (3pm-4pm)",Visual,Personal Goals,Library,Problem-Solving,Photography,Independent Music,Supply Chain Manager,In-Person,Power Point,Online,Collaborative,Yes,Yes
Kelly Lee,Prefer Not to Say,Canada,25+,Bachelor's,Sem 7,"Computer Science, History, Mathematics, Physics",Individual,"Sun (12pm-2pm), Wed (2pm-3pm), Tue (3pm-6pm)",Visual,Competition,Group Study Rooms,Presentation,Reading,Volunteering,Project Manager,In-Person,Excel,In-person,Collaborative,No,No
Martin Olson,Prefer Not to Say,Australia,18-21,Bachelor's,Sem 8,"Geography, Political Science, Chemistry, Economics",Individual,"Sun (10am-11am), Wed (5pm-8pm), Tue (12pm-4pm)",Auditory,Deadlines,Library,Research,Music,Baking,Supply Chain Manager,Slack,Office 365,In-person,Competitive,Yes,No
Bobby James,Prefer Not to Say,Japan,21-25,Bachelor's,Sem 5,"Political Science, Mathematics, History, Geography",Individual,"Sun (3pm-4pm), Wed (10am-2pm), Tue (12pm-2pm)",Visual,Collaboration,Cafes,Research,Reading,Wildlife Conservation,Data Scientist,In-Person,Excel,Online,Collaborative,No,No
Dana Dickerson,Male,China,18-21,Bachelor's,Sem 8,"History, Literature, Physics, Economics",Individual,"Sun (2pm-5pm), Wed (3pm-6pm), Tue (5pm-8pm)",Reading/Writing,Competition,Cafes,Presentation,Painting,Community Service,Data Scientist,WhatsApp,Adobe Illustration,Online,Focused,Yes,No
Michael Barnett,Binary,USA,18-21,Bachelor's,Sem 7,"Chemistry, Engineering Fundamentals, History, Biology",Individual,"Sun (12pm-3pm), Wed (10am-12pm), Tue (12pm-2pm)",Visual,Competition,Group Study Rooms,Research,Yoga,Community Service,Supply Chain Manager,Slack,Editing Tools,In-person,Relaxed,No,Yes
Michael Arnold,Female,Japan,25+,Master's,Sem 5,"Data Science, Environmental Science, Business Administration, Education Leadership",Individual,"Sun (4pm-5pm), Wed (11am-3pm), Tue (8am-9am)",Auditory,Collaboration,Cafes,Time Management,Music,Wildlife Conservation,Business Analyst,Email,Editing Tools,Online,Focused,No,Yes
Joel Stone,Female,Brazil,18-21,Master's,Sem 3,"Data Science, Finance, International Business, Environmental Science",Group,"Sun (5pm-8pm), Wed (9am-12pm), Tue (10am-12pm)",Reading/Writing,Deadlines,Library,Analytical Thinking,Painting,Independent Music,Software Engineer,Email,Power Point,Online,Relaxed,Yes,No
John Gonzales,Binary,UK,18-21,Master's,Sem 7,"International Business, Mechanical Engineering, Finance, Artificial Intelligence",Individual,"Sun (2pm-4pm), Wed (4pm-5pm), Tue (5pm-7pm)",Kinesthetic,Deadlines,Library,Presentation,Running,Tech Entrepreneurship,Supply Chain Manager,Slack,Editing Tools,In-person,Collaborative,No,No
Stephen Montgomery,Female,Japan,25+,Master's,Sem 8,"Business Administration, International Business, International Relations, Urban Development",Individual,"Sun (11am-1pm), Wed (8am-10am), Tue (12pm-1pm)",Auditory,Deadlines,Library,Research,Cooking,Group Entertainment,Software Engineer,WhatsApp,Editing Tools,Online,Focused,Yes,No
Alexander Hansen,Female,Brazil,21-25,Bachelor's,Sem 3,"Political Science, Biology, Computer Science, History",Individual,"Sun (1pm-3pm), Wed (5pm-7pm), Tue (9am-10am)",Visual,Competition,Library,Time Management,Photography,Digital Marketing,Data Scientist,Email,Power Point,In-person,Relaxed,No,No
Adrian Flores,Prefer Not to Say,Canada,18-21,Master's,Sem 8,"Urban Development, Business Administration, International Business, Finance",Individual,"Sun (11am-3pm), Wed (8am-11am), Tue (11am-1pm)",Reading/Writing,Deadlines,Quiet Spaces,Analytical Thinking,Hiking,Wildlife Conservation,Data Scientist,WhatsApp,Animation Tools,In-person,Relaxed,No,No
Angel Alvarez,Binary,Australia,18-21,Bachelor's,Sem 2,"Sociology, Biology, Geography, Literature",Individual,"Sun (5pm-9pm), Wed (3pm-5pm), Tue (10am-2pm)",Auditory,Competition,Library,Problem-Solving,Robotics,Volunteering,Supply Chain Manager,Email,Python,In-person,Relaxed,No,Yes
Michael Hicks,Prefer Not to Say,China,25+,Master's,Sem 7,"International Relations, Degin Futere, Marketing, Mechanical Engineering",Individual,"Sun (12pm-1pm), Wed (3pm-4pm), Tue (1pm-3pm)",Kinesthetic,Collaboration,Quiet Spaces,Time Management,Painting,Language Learning,Data Scientist,Email,SQL,In-person,Focused,Yes,No
James Johnson,Binary,Ireland,25+,Master's,Sem 8,"Finance, Mechanical Engineering, Data Science, Degin Futere",Individual,"Sun (8am-11am), Wed (2pm-5pm), Tue (12pm-1pm)",Reading/Writing,Personal Goals,Library,Time Management,Reading,Digital Marketing,Data Scientist,Slack,Animation Tools,In-person,Competitive,Yes,Yes
Yesenia Morrison,Prefer Not to Say,France,25+,Master's,Sem 2,"Marketing, Data Science, Urban Development, International Business",Individual,"Sun (9am-11am), Wed (12pm-3pm), Tue (2pm-3pm)",Auditory,Competition,Library,Presentation,Cooking,Mental Health Advocacy,Supply Chain Manager,Slack,Animation Tools,Online,Relaxed,Yes,No
Charles Thompson,Non-Binary,Brazil,21-25,Master's,Sem 6,"Architecture, Machine Learning, Data Science, Finance",Group,"Sun (4pm-5pm), Wed (4pm-8pm), Tue (3pm-7pm)",Reading/Writing,Competition,Quiet Spaces,Time Management,Yoga,Open Source Contributions,Software Engineer,WhatsApp,Office 365,In-person,Focused,Yes,No
Rhonda Ware,Binary,South Africa,25+,Master's,Sem 2,"Artificial Intelligence, Architecture, Mechanical Engineering, International Business",Group,"Sun (11am-2pm), Wed (11am-3pm), Tue (9am-1pm)",Auditory,Collaboration,Library,Analytical Thinking,Running,Mental Health Advocacy,Software Engineer,Slack,Animation Tools,In-person,Competitive,No,No
Regina Kaufman,Prefer Not to Say,China,21-25,Master's,Sem 2,"International Relations, Finance, Marketing, Machine Learning",Individual,"Sun (11am-1pm), Wed (12pm-3pm), Tue (10am-12pm)",Auditory,Competition,Library,Problem-Solving,Dance,Cultural Studies,Supply Chain Manager,In-Person,Office 365,Online,Competitive,Yes,No
Matthew Powers,Prefer Not to Say,Japan,25+,Master's,Sem 3,"International Relations, Urban Development, Education Leadership, Degin Futere",Group,"Sun (2pm-6pm), Wed (10am-2pm), Tue (9am-12pm)",Kinesthetic,Personal Goals,Cafes,Time Management,Cycling,Tech Entrepreneurship,Supply Chain Manager,Email,Office 365,Online,Focused,No,No
Jerry Robertson,Non-Binary,USA,18-21,Master's,Sem 1,"Architecture, International Business, Artificial Intelligence, International Relations",Individual,"Sun (4pm-5pm), Wed (10am-11am), Tue (10am-12pm)",Visual,Collaboration,Group Study Rooms,Problem-Solving,Sports,Volunteering,Software Engineer,Email,Office 365,In-person,Relaxed,Yes,No
Regina Scott,Prefer Not to Say,China,18-21,Master's,Sem 4,"Machine Learning, Mechanical Engineering, Architecture, Business Administration",Individual,"Sun (5pm-7pm), Wed (11am-1pm), Tue (8am-11am)",Visual,Deadlines,Group Study Rooms,Time Management,Dance,Art Exhibitions,Supply Chain Manager,WhatsApp,Animation Tools,Online,Competitive,Yes,No
Kayla West,Non-Binary,Brazil,21-25,Master's,Sem 1,"International Relations, Finance, Machine Learning, Environmental Science",Group,"Sun (3pm-7pm), Wed (11am-1pm), Tue (9am-1pm)",Visual,Deadlines,Quiet Spaces,Problem-Solving,Photography,Cultural Studies,Supply Chain Manager,Slack,Python,In-person,Focused,Yes,Yes
Brittany Fox,Female,Mexico,21-25,Master's,Sem 6,"Business Administration, Marketing, International Relations, Cybersecurity",Group,"Sun (2pm-6pm), Wed (8am-11am), Tue (11am-1pm)",Kinesthetic,Deadlines,Cafes,Time Management,Yoga,Financial Literacy Education,Software Engineer,Email,Editing Tools,In-person,Relaxed,No,Yes
Gail Smith,Prefer Not to Say,New Zealand,18-21,Master's,Sem 3,"Machine Learning, Environmental Science, Education Leadership, International Business",Group,"Sun (10am-12pm), Wed (1pm-4pm), Tue (5pm-7pm)",Kinesthetic,Collaboration,Library,Research,Sports,Renewable Energy,Software Engineer,Slack,Editing Tools,In-person,Focused,Yes,No
James Rivera,Non-Binary,USA,25+,Master's,Sem 1,"International Business, Degin Futere, Urban Development, Machine Learning",Group,"Sun (3pm-7pm), Wed (8am-9am), Tue (10am-11am)",Reading/Writing,Competition,Group Study Rooms,Research,Robotics,Baking,Data Scientist,Email,Adobe Illustration,In-person,Collaborative,Yes,No
Ashley Rodriguez,Binary,China,18-21,Master's,Sem 7,"Artificial Intelligence, Environmental Science, International Relations, Machine Learning",Group,"Sun (5pm-6pm), Wed (2pm-5pm), Tue (10am-12pm)",Reading/Writing,Collaboration,Group Study Rooms,Research,Chess,Art Exhibitions,Data Scientist,In-Person,Animation Tools,Online,Competitive,Yes,Yes
Andrea Miller,Non-Binary,South Africa,18-21,Master's,Sem 5,"Environmental Science, Data Science, Machine Learning, Mechanical Engineering",Group,"Sun (10am-11am), Wed (3pm-7pm), Tue (4pm-5pm)",Auditory,Deadlines,Group Study Rooms,Analytical Thinking,Music,Digital Marketing,Business Analyst,WhatsApp,Power Point,In-person,Collaborative,Yes,No
James Newman,Female,Mexico,18-21,Bachelor's,Sem 5,"Literature, Sociology, Chemistry, Biology",Individual,"Sun (11am-1pm), Wed (12pm-1pm), Tue (5pm-6pm)",Reading/Writing,Personal Goals,Quiet Spaces,Time Management,Running,Financial Literacy Education,Supply Chain Manager,Slack,Office 365,Online,Collaborative,Yes,No
George Hall,Non-Binary,Japan,21-25,Bachelor's,Sem 1,"Computer Science, Literature, Mathematics, Chemistry",Group,"Sun (3pm-5pm), Wed (1pm-4pm), Tue (12pm-2pm)",Kinesthetic,Deadlines,Library,Analytical Thinking,Running,Art Exhibitions,Business Analyst,Slack,Excel,In-person,Collaborative,No,Yes
Jessica Harrison,Non-Binary,Japan,21-25,Bachelor's,Sem 2,"Engineering Fundamentals, Literature, Psychology, Political Science",Individual,"Sun (11am-3pm), Wed (3pm-5pm), Tue (4pm-8pm)",Auditory,Competition,Group Study Rooms,Problem-Solving,Photography,Independent Music,Business Analyst,Email,Animation Tools,Online,Collaborative,No,Yes
David Alexander,Male,Mexico,18-21,Master's,Sem 5,"Machine Learning, Education Leadership, Business Administration, Finance",Group,"Sun (3pm-4pm), Wed (9am-1pm), Tue (1pm-5pm)",Visual,Collaboration,Quiet Spaces,Problem-Solving,Hiking,Cultural Studies,Supply Chain Manager,Slack,Python,In-person,Competitive,Yes,No
Tonya Wade,Non-Binary,Brazil,21-25,Bachelor's,Sem 7,"Sociology, Literature, Psychology, Geography",Group,"Sun (9am-12pm), Wed (11am-1pm), Tue (10am-11am)",Visual,Deadlines,Quiet Spaces,Presentation,Yoga,Culinary Arts,Project Manager,In-Person,Python,In-person,Competitive,No,Yes
Joy Anderson,Female,Brazil,18-21,Bachelor's,Sem 5,"Engineering Fundamentals, Computer Science, History, Physics",Individual,"Sun (2pm-3pm), Wed (3pm-4pm), Tue (9am-10am)",Kinesthetic,Competition,Cafes,Time Management,Cooking,Wildlife Conservation,Data Scientist,Slack,Excel,Online,Focused,No,No
Christina Miranda,Binary,Nigeria,21-25,Master's,Sem 4,"Finance, International Business, Marketing, Cybersecurity",Group,"Sun (9am-10am), Wed (11am-2pm), Tue (3pm-5pm)",Auditory,Collaboration,Quiet Spaces,Time Management,Dance,Philosophy,Project Manager,Email,SQL,Online,Collaborative,Yes,Yes
Nancy Shaw,Female,Brazil,25+,Bachelor's,Sem 3,"Biology, Psychology, Political Science, Chemistry",Group,"Sun (11am-2pm), Wed (3pm-7pm), Tue (12pm-2pm)",Visual,Deadlines,Cafes,Analytical Thinking,Reading,Digital Marketing,Software Engineer,WhatsApp,Power Point,In-person,Competitive,Yes,No
Donald Davidson,Female,India,21-25,Bachelor's,Sem 1,"Psychology, Physics, Sociology, Political Science",Group,"Sun (12pm-2pm), Wed (5pm-6pm), Tue (12pm-1pm)",Visual,Deadlines,Group Study Rooms,Analytical Thinking,Hiking,Travel,Software Engineer,Email,Python,In-person,Relaxed,Yes,Yes
Kevin Duncan,Binary,USA,18-21,Bachelor's,Sem 2,"Psychology, Geography, Computer Science, History",Individual,"Sun (3pm-5pm), Wed (10am-11am), Tue (4pm-7pm)",Kinesthetic,Collaboration,Group Study Rooms,Research,Dance,Tech Entrepreneurship,Software Engineer,In-Person,Animation Tools,Online,Focused,Yes,No
Lisa Clark,Prefer Not to Say,Ireland,18-21,Bachelor's,Sem 1,"History, Mathematics, Psychology, Sociology",Individual,"Sun (2pm-3pm), Wed (10am-1pm), Tue (1pm-3pm)",Reading/Writing,Personal Goals,Group Study Rooms,Research,Dance,Independent Music,Project Manager,WhatsApp,Office 365,In-person,Competitive,No,No
Tricia Hood,Binary,New Zealand,25+,Master's,Sem 6,"Mechanical Engineering, Environmental Science, Data Science, Artificial Intelligence",Individual,"Sun (8am-11am), Wed (12pm-3pm), Tue (2pm-6pm)",Kinesthetic,Personal Goals,Quiet Spaces,Time Management,Robotics,Community Service,Software Engineer,WhatsApp,Animation Tools,Online,Focused,No,No
Erica Francis,Binary,Canada,21-25,Master's,Sem 4,"Cybersecurity, Degin Futere, Marketing, International Business",Individual,"Sun (1pm-5pm), Wed (3pm-5pm), Tue (1pm-5pm)",Visual,Competition,Group Study Rooms,Research,Cycling,Wildlife Conservation,Data Scientist,In-Person,SQL,Online,Collaborative,Yes,Yes
Lauren Stewart,Female,China,21-25,Master's,Sem 1,"Artificial Intelligence, Marketing, Education Leadership, Cybersecurity",Group,"Sun (1pm-2pm), Wed (5pm-8pm), Tue (1pm-2pm)",Visual,Personal Goals,Group Study Rooms,Research,Painting,Art Exhibitions,Software Engineer,Email,Excel,In-person,Competitive,No,Yes
Deanna Salazar,Non-Binary,Nigeria,18-21,Bachelor's,Sem 5,"Geography, Political Science, Sociology, Biology",Individual,"Sun (9am-11am), Wed (12pm-2pm), Tue (10am-1pm)",Reading/Writing,Collaboration,Cafes,Research,Painting,Mental Health Advocacy,Data Scientist,Slack,Editing Tools,Online,Focused,Yes,Yes
Casey Roman,Prefer Not to Say,USA,21-25,Master's,Sem 8,"Artificial Intelligence, Finance, Business Administration, Urban Development",Group,"Sun (9am-10am), Wed (9am-11am), Tue (8am-9am)",Reading/Writing,Deadlines,Library,Problem-Solving,Cycling,Baking,Supply Chain Manager,Slack,Editing Tools,In-person,Focused,No,Yes
Jasmine Mcfarland,Binary,China,25+,Master's,Sem 2,"Finance, Mechanical Engineering, Data Science, Business Administration",Group,"Sun (5pm-7pm), Wed (3pm-6pm), Tue (5pm-9pm)",Kinesthetic,Deadlines,Cafes,Presentation,Photography,DJ,Project Manager,In-Person,SQL,In-person,Relaxed,No,No
Ricky Hale,Non-Binary,New Zealand,25+,Bachelor's,Sem 6,"Political Science, History, Chemistry, Computer Science",Group,"Sun (8am-12pm), Wed (2pm-3pm), Tue (9am-10am)",Kinesthetic,Deadlines,Library,Research,Dance,Culinary Arts,Business Analyst,Email,Office 365,Online,Competitive,No,No
Anna Wong,Female,India,21-25,Master's,Sem 6,"Degin Futere, Machine Learning, Artificial Intelligence, Marketing",Group,"Sun (11am-3pm), Wed (10am-12pm), Tue (10am-2pm)",Kinesthetic,Collaboration,Cafes,Analytical Thinking,Running,Environmental Activism,Data Scientist,Email,Editing Tools,Online,Collaborative,No,Yes
Michael Barber,Female,USA,21-25,Master's,Sem 7,"Urban Development, Machine Learning, Finance, Architecture",Group,"Sun (8am-11am), Wed (9am-11am), Tue (11am-12pm)",Kinesthetic,Personal Goals,Cafes,Time Management,Yoga,Renewable Energy,Supply Chain Manager,Email,Animation Tools,In-person,Relaxed,No,Yes
Darlene Cummings,Male,China,25+,Bachelor's,Sem 5,"Physics, Economics, Literature, Mathematics",Group,"Sun (10am-12pm), Wed (4pm-7pm), Tue (3pm-7pm)",Reading/Writing,Personal Goals,Cafes,Presentation,Reading,Volunteering,Project Manager,In-Person,Python,In-person,Competitive,No,No
James Lopez,Male,UK,18-21,Master's,Sem 8,"Urban Development, Marketing, Cybersecurity, International Relations",Group,"Sun (9am-1pm), Wed (8am-10am), Tue (9am-10am)",Reading/Writing,Competition,Group Study Rooms,Presentation,Writing,Culinary Arts,Business Analyst,Email,SQL,Online,Collaborative,Yes,Yes
Lauren Perez,Prefer Not to Say,Brazil,21-25,Master's,Sem 6,"Urban Development, International Relations, Artificial Intelligence, Marketing",Group,"Sun (8am-9am), Wed (11am-1pm), Tue (12pm-4pm)",Visual,Deadlines,Group Study Rooms,Research,Chess,Language Learning,Data Scientist,In-Person,Power Point,Online,Competitive,Yes,No
